identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
54.0,"""Strauss, Richard, 1864-1949"" had the role of ""Contributor"" in relation to the work ""Richard Strauss begleitet Maria Reining, Anton Dermota, Lea Piltti"", which has the following provision information: ""Austria: Preiserrecords, p1991"". This work is about: ""Songs (High voice) with piano"". Its form or genre is: ""Songs"". It is further related to the work ""Songs. Selections"".","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,"Richard Strauss begleitet Maria Reining, Anton Dermota, Lea Piltti",,"Austria: Preiserrecords, p1991",Songs (High voice) with piano,Songs,Songs. Selections,10096888,10096888#Hub240-11-Agent,"Music, Sound, and Sonic Arts",False,0.9999986886978149,"Arts, Culture, and Creative Expression"
58.1,"""Laughlin, James"" had the role of ""Subject"" in relation to the work ""Solomon Sturges. (To accompany Bill H.R. No. 455.) March 21, 1836"", which has the following provision information: ""Washington, DC: 1836"". This work is about: ""Frazier, Rezin; Sturges, Solomon; Bounties, Military; Land claims; Land grants; Pre-emption rights; Public land sales; Zanesville, Ohio"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","60017$aLaughlin, James.$2Readex congressional thesaurus","Laughlin, James",Subject,"Solomon Sturges. (To accompany Bill H.R. No. 455.) March 21, 1836",,"Washington, DC: 1836","Frazier, Rezin; Sturges, Solomon; Bounties, Military; Land claims; Land grants; Pre-emption rights; Public land sales; Zanesville, Ohio",Statistics; Legislative Report - Private Bills,,10643059,10643059#Agent600-20,"Politics, Policy, and Government",False,0.9922240972518921,"Society, Governance, and Public Life"
58.1,"""Laughlin, James"" had the role of ""Subject"" in relation to the work ""Solomon Sturges. (To accompany Bill H.R. No. 547.) February 17, 1838"", which has the following provision information: ""Washington, DC: 1838"". This work is about: ""Frazier, Rezin; Sturges, Solomon; Bounties, Military; Land claims; Land grants; Pre-emption rights; Public land sales; Zanesville, Ohio"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","60017$aLaughlin, James.$2Readex congressional thesaurus","Laughlin, James",Subject,"Solomon Sturges. (To accompany Bill H.R. No. 547.) February 17, 1838",,"Washington, DC: 1838","Frazier, Rezin; Sturges, Solomon; Bounties, Military; Land claims; Land grants; Pre-emption rights; Public land sales; Zanesville, Ohio",Statistics; Legislative Report - Private Bills,,10645567,10645567#Agent600-20,"Politics, Policy, and Government",False,0.9909522533416748,"Society, Governance, and Public Life"
114.1,"""Newman, John H."" had the role of ""Subject"" in relation to the work ""In the Senate of the United States. August 14, 1888. -- Ordered to be printed. Mr. Jones, of Arkansas, from the Committee on Claims, submitted the following report. (To accompany Bill H.R. 834.) The Committee on Claims, to whom was referred the Bill (H.R. 834) for the relief of the heirs of John H. Newman, have considered the same and report as follows"", which has the following provision information: ""Washington, DC: 1888"". This work is about: ""United States. Court of Claims (1855-1982); Captured and Abandoned Property Act. 1863.; United States v. Klein. 1872.; Claims; Cotton; Enemy property; Limitation of actions; United States. Civil War (1861-1865); United States. Supreme Court decisions"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","60017$aNewman, John H.$2Readex congressional thesaurus","Newman, John H.",Subject,"In the Senate of the United States. August 14, 1888. -- Ordered to be printed. Mr. Jones, of Arkansas, from the Committee on Claims, submitted the following report. (To accompany Bill H.R. 834.) The Committee on Claims, to whom was referred the Bill (H.R. 834) for the relief of the heirs of John H. Newman, have considered the same and report as follows",,"Washington, DC: 1888",United States. Court of Claims (1855-1982); Captured and Abandoned Property Act. 1863.; United States v. Klein. 1872.; Claims; Cotton; Enemy property; Limitation of actions; United States. Civil War (1861-1865); United States. Supreme Court decisions,Statistics; Legislative Report - Private Bills,,10715433,10715433#Agent600-20,"Law, Justice, and Jurisprudence",False,0.7409749627113342,"Society, Governance, and Public Life"
114.1,"""Newman, John H."" had the role of ""Subject"" in relation to the work ""In the Senate of the United States. February 21, 1889. -- Ordered to be printed. Mr. Jones, of Arkansas, from the Committee on Claims, submitted the following report. (To accompany Bill H.R. 834.) The Committee on Claims, to whom was referred the Bill (H.R. 834) for the relief of the heirs of John H. Newman, submit the following report"", which has the following provision information: ""Washington, DC: 1889"". This work is about: ""United States. Court of Claims (1855-1982); Claims; Cotton; Enemy property; United States. Civil War (1861-1865); United States. Supreme Court decisions"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","60017$aNewman, John H.$2Readex congressional thesaurus","Newman, John H.",Subject,"In the Senate of the United States. February 21, 1889. -- Ordered to be printed. Mr. Jones, of Arkansas, from the Committee on Claims, submitted the following report. (To accompany Bill H.R. 834.) The Committee on Claims, to whom was referred the Bill (H.R. 834) for the relief of the heirs of John H. Newman, submit the following report",,"Washington, DC: 1889",United States. Court of Claims (1855-1982); Claims; Cotton; Enemy property; United States. Civil War (1861-1865); United States. Supreme Court decisions,Statistics; Legislative Report - Private Bills,,10717576,10717576#Agent600-20,"Politics, Policy, and Government",False,0.4990350902080536,"Society, Governance, and Public Life"
114.1,"""Newman, John H."" had the role of ""Subject"" in relation to the work ""Heirs of John H. Newman. January 17, 1888. -- Committed to the Committee of the Whole House and ordered to be printed"", which has the following provision information: ""Washington, DC: 1888"". This work is about: ""Claims; Cotton; Legislative amendments; United States. Civil War (1861-1865); Warren County, Mississippi"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","60017$aNewman, John H.$2Readex congressional thesaurus","Newman, John H.",Subject,"Heirs of John H. Newman. January 17, 1888. -- Committed to the Committee of the Whole House and ordered to be printed",,"Washington, DC: 1888","Claims; Cotton; Legislative amendments; United States. Civil War (1861-1865); Warren County, Mississippi",Statistics; Legislative Report - Private Bills,,10709129,10709129#Agent600-19,"Religion, Theology, and Spirituality",False,0.4828045964241028,"Society, Governance, and Public Life"
114.0,"""Newman, John Henry, 1801-1890"" had the role of ""Contributor"" in relation to the work ""Loss and gain: the story of a convert"", which has the following provision information: ""San Francisco: Ignatius Press, c2012"". This work is about: ""Catholic converts--Great Britain--History--Fiction"".","1001 $aNewman, John Henry,$d1801-1890.","Newman, John Henry, 1801-1890",Contributor,Loss and gain: the story of a convert,"John Henry Newman ; edited by Trevor Lipscombe ; Ignatius Critical Editions editor, Joseph Pearce","San Francisco: Ignatius Press, c2012",Catholic converts--Great Britain--History--Fiction,,,10618171,10618171#Agent100-13,Literature and Narrative Arts,False,0.7567294239997864,"Humanities, Thought, and Interpretation"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Printmaker"" in relation to the work ""[A rake's progress]"", which has the following provision information: ""[London]: Sold at [the] Golden Head in Leichester Fields London, [25 June 1735] [State 2]"". This work is about: ""Child laborers; Criminals; Dogs; Fires; Gambling; Gamblers; Rake's progress; Usury; Satires (Visual works)--England--1735; Engravings--England--London--1735; Etchings--England--London--1735; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership"". Its form or genre is: ""graphic"".","1001 $aHogarth, William,$d1697-1764,$eprintmaker.","Hogarth, William, 1697-1764",Printmaker,[A rake's progress],"invented, painted & engrav'd by Wm. Hogarth & publish'd June [the] 25, 1735, according to act of Parliament.","[London]: Sold at [the] Golden Head in Leichester Fields London, [25 June 1735] [State 2]","Child laborers; Criminals; Dogs; Fires; Gambling; Gamblers; Rake's progress; Usury; Satires (Visual works)--England--1735; Engravings--England--London--1735; Etchings--England--London--1735; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership",graphic,,9931651,9931651#Agent100-13,Visual Arts and Design,False,0.9999721050262451,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Artist"" in relation to the work ""[A rake's progress]"", which has the following provision information: ""[London]: Sold at [the] Golden Head in Leichester Fields London, [25 June 1735] [State 2]"". This work is about: ""Child laborers; Criminals; Dogs; Fires; Gambling; Gamblers; Rake's progress; Usury; Satires (Visual works)--England--1735; Engravings--England--London--1735; Etchings--England--London--1735; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership"". Its form or genre is: ""graphic"".","7001 $aHogarth, William,$d1697-1764,$eartist.","Hogarth, William, 1697-1764",Artist,[A rake's progress],"invented, painted & engrav'd by Wm. Hogarth & publish'd June [the] 25, 1735, according to act of Parliament.","[London]: Sold at [the] Golden Head in Leichester Fields London, [25 June 1735] [State 2]","Child laborers; Criminals; Dogs; Fires; Gambling; Gamblers; Rake's progress; Usury; Satires (Visual works)--England--1735; Engravings--England--London--1735; Etchings--England--London--1735; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership",graphic,,9931651,9931651#Agent700-45,Visual Arts and Design,False,0.999971866607666,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Printmaker"" in relation to the work ""The committee"", which has the following provision information: ""London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726] [State 4]"". This work is about: ""Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership"". Its form or genre is: ""graphic; Book illustrations"".","1001 $aHogarth, William,$d1697-1764,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Printmaker,The committee,Wm. Hogarth inven. et sculp.,"London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726] [State 4]","Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership",graphic; Book illustrations,,9883626,9883626-d40fd445-af75-48dc-97db-2074eeaefbc7#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False,0.9988607168197632,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Artist"" in relation to the work ""The committee"", which has the following provision information: ""London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726] [State 4]"". This work is about: ""Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership"". Its form or genre is: ""graphic; Book illustrations"".","7001 $aHogarth, William,$d1697-1764,$eartist.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist,The committee,Wm. Hogarth inven. et sculp.,"London: Printed for Robt. Sayer, map & printseller, at No. 53 in Fleet Street, [1726] [State 4]","Butler, Samuel, 1612-1680. Hudibras--Illustrations; Puritans--England; Great Britain--History--Puritan Revolution, 1642-1660--Humor--Early works to 1800; Blacks--England; Interiors; Legislative bodies; Satires (Visual works)--England--1726; Engravings--England--London--1768; Etchings--England--London--1726; Sotheby, Frederick Edward, 1837-1909--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership",graphic; Book illustrations,,9883626,9883626-522570a8-2b37-4337-8c50-bddf28c2bc76#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False,0.9988604784011841,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Printmaker"" in relation to the work ""A harlot's progress"", which has the following provision information: ""[London]: [Wm. Hogarth], [April 1732] [State 1]"". This work is about: ""Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership"". Its form or genre is: ""graphic"".","1001 $aHogarth, William,$d1697-1764,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Printmaker,A harlot's progress,Wm. Hogarth invt. pinxt. et sculpt.,"[London]: [Wm. Hogarth], [April 1732] [State 1]","Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership",graphic,,9865064,9865064-5356f254-0926-4f95-9913-f5b6f6eef005#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False,0.9998588562011719,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Artist"" in relation to the work ""A harlot's progress"", which has the following provision information: ""[London]: [Wm. Hogarth], [April 1732] [State 1]"". This work is about: ""Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership"". Its form or genre is: ""graphic"".","7001 $aHogarth, William,$d1697-1764,$eartist.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist,A harlot's progress,Wm. Hogarth invt. pinxt. et sculpt.,"[London]: [Wm. Hogarth], [April 1732] [State 1]","Charteris, Francis, 1675-1732; Prostitution; Carriages & coaches; City & town life; Clegy; Horses; Lust; Parables; Prostitutes; Signs (Notices); Taverns (Inns); Young adults; Satires (Visual works)--England--1732; Engravings--England--London--1732; Etchings--England--London--1732; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Greenberg, Richard--Ownership",graphic,,9865064,9865064-22ddb226-d962-434b-8fd4-808d06cfc409#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False,0.9998588562011719,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Printmaker"" in relation to the work ""Analysis of beauty"", which has the following provision information: ""[London]: [Wm. Hogarth], [5 March 1753] [State 1]"". This work is about: ""Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership"". Its form or genre is: ""graphic"".","1001 $aHogarth, William,$d1697-1764,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Printmaker,Analysis of beauty,"designed, engraved, and publish'd by Wm. Hogarth, March 5th, 1753, according to act of Parliament.","[London]: [Wm. Hogarth], [5 March 1753] [State 1]","Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership",graphic,,9884710,9884710-4422b7b3-7ec3-4a6d-811f-896e2625fe9e#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False,0.9999977350234985,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Artist; Printmaker"" in relation to the work ""Analysis of beauty"", which has the following provision information: ""[London]: [Wm. Hogarth], [5 March 1753] [State 1]"". This work is about: ""Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership"". Its form or genre is: ""graphic"".","7001 $aHogarth, William,$d1697-1764,$eartist,$eprintmaker.$0http://id.loc.gov/authorities/names/n80126106","Hogarth, William, 1697-1764",Artist; Printmaker,Analysis of beauty,"designed, engraved, and publish'd by Wm. Hogarth, March 5th, 1753, according to act of Parliament.","[London]: [Wm. Hogarth], [5 March 1753] [State 1]","Art; Ballrooms; Children; Couples; Dancers; Dogs; Figure drawings; Hats; Portrait paintings; Sculpture; Satires (Visual works)--England--1753; Engravings--England--London--1753; Etchings--England--London--1753; Annotations (Provenance)--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Sotheby, Frederick Edward, 1837-1909--Ownership",graphic,,9884710,9884710-48e443b2-3084-4ad1-8a0e-d59f71afeb80#http://id.loc.gov/rwo/agents/n80126106,Visual Arts and Design,False,0.9999977350234985,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Printmaker"" in relation to the work ""[Crowns, mitres, maces, etc.]"", which has the following provision information: ""[London]: [Wm. Hogarth], [20 March 1754] [State 3]"". This work is about: ""Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes"". Its form or genre is: ""graphic; Subscription; Ephemera; Tickets"".","1001 $aHogarth, William,$d1697-1764,$eprintmaker.","Hogarth, William, 1697-1764",Printmaker,"[Crowns, mitres, maces, etc.]","design'd, etch'd & publish'd as the act directs by Wm. Hogarth, March 20th 1754.","[London]: [Wm. Hogarth], [20 March 1754] [State 3]","Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes",graphic; Subscription; Ephemera; Tickets,,9856120,9856120#Agent100-12,Visual Arts and Design,False,0.9999926090240479,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Artist"" in relation to the work ""[Crowns, mitres, maces, etc.]"", which has the following provision information: ""[London]: [Wm. Hogarth], [20 March 1754] [State 3]"". This work is about: ""Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes"". Its form or genre is: ""graphic; Subscription; Ephemera; Tickets"".","7001 $aHogarth, William,$d1697-1764,$eartist.","Hogarth, William, 1697-1764",Artist,"[Crowns, mitres, maces, etc.]","design'd, etch'd & publish'd as the act directs by Wm. Hogarth, March 20th 1754.","[London]: [Wm. Hogarth], [20 March 1754] [State 3]","Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes",graphic; Subscription; Ephemera; Tickets,,9856120,9856120#Agent700-42,Visual Arts and Design,False,0.9999926090240479,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Associated person"" in relation to the work ""[Crowns, mitres, maces, etc.]"", which has the following provision information: ""[London]: [Wm. Hogarth], [20 March 1754] [State 3]"". This work is about: ""Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes"". Its form or genre is: ""graphic; Subscription; Ephemera; Tickets"".","69214$aHogarth, William,$d1697-1764","Hogarth, William, 1697-1764",Associated person,"[Crowns, mitres, maces, etc.]","design'd, etch'd & publish'd as the act directs by Wm. Hogarth, March 20th 1754.","[London]: [Wm. Hogarth], [20 March 1754] [State 3]","Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes",graphic; Subscription; Ephemera; Tickets,,9856120,9856120#Agent692-40,Visual Arts and Design,False,0.9999926090240479,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Associated person"" in relation to the work ""[Crowns, mitres, maces, etc.]"", which has the following provision information: ""[London]: [Wm. Hogarth], [20 March 1754] [State 3]"". This work is about: ""Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes"". Its form or genre is: ""graphic; Subscription; Ephemera; Tickets"".","69214$aHogarth, William,$d1697-1764","Hogarth, William, 1697-1764",Associated person,"[Crowns, mitres, maces, etc.]","design'd, etch'd & publish'd as the act directs by Wm. Hogarth, March 20th 1754.","[London]: [Wm. Hogarth], [20 March 1754] [State 3]","Ceremonial objects; Crowns; Annotations (Provenance)--18th century; Etchings--England--London--1754; Seals (artifacts)--England--18th century; Steevens, George, 1736-1800--Ownership; Perrins, Charles William Dyson, 1864-1958--Ownership; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership; Walpole, Horace, 1717-1797--Ownership; Hogarth, William, 1697-1764--Autograph; Hogarth, William, 1697-1764--Ms. notes",graphic; Subscription; Ephemera; Tickets,,9856120,9856120#Agent692-41,Visual Arts and Design,False,0.9999926090240479,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Printmaker"" in relation to the work ""France"", which has the following provision information: ""[London]: [Wm. Hogarth], publish'd according to act of Parliament, March 8th, 1756 [State 2]"". This work is about: ""Seven Years' War, 1756-1763--Public opinion--Great Britain; Eating & drinking; Clergy; Soldiers; Taverns (Inns); War; Satires (Visual works)--England--1756; Engravings--England--London--1756; Etchings--England--London--1756; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership"". Its form or genre is: ""graphic"".","1001 $aHogarth, William,$d1697-1764,$eprintmaker.","Hogarth, William, 1697-1764",Printmaker,France,design'd & etch'd by Wm. Hogarth.,"[London]: [Wm. Hogarth], publish'd according to act of Parliament, March 8th, 1756 [State 2]","Seven Years' War, 1756-1763--Public opinion--Great Britain; Eating & drinking; Clergy; Soldiers; Taverns (Inns); War; Satires (Visual works)--England--1756; Engravings--England--London--1756; Etchings--England--London--1756; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership",graphic,,9868054,9868054#Agent100-13,Visual Arts and Design,False,0.9998409748077393,"Arts, Culture, and Creative Expression"
115.0,"""Hogarth, William, 1697-1764"" had the role of ""Artist"" in relation to the work ""France"", which has the following provision information: ""[London]: [Wm. Hogarth], publish'd according to act of Parliament, March 8th, 1756 [State 2]"". This work is about: ""Seven Years' War, 1756-1763--Public opinion--Great Britain; Eating & drinking; Clergy; Soldiers; Taverns (Inns); War; Satires (Visual works)--England--1756; Engravings--England--London--1756; Etchings--England--London--1756; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership"". Its form or genre is: ""graphic"".","7001 $aHogarth, William,$d1697-1764,$eartist.","Hogarth, William, 1697-1764",Artist,France,design'd & etch'd by Wm. Hogarth.,"[London]: [Wm. Hogarth], publish'd according to act of Parliament, March 8th, 1756 [State 2]","Seven Years' War, 1756-1763--Public opinion--Great Britain; Eating & drinking; Clergy; Soldiers; Taverns (Inns); War; Satires (Visual works)--England--1756; Engravings--England--London--1756; Etchings--England--London--1756; Kinnaird, Charles Kinnaird, Baron, 1780-1826--Ownership",graphic,,9868054,9868054#Agent700-41,Visual Arts and Design,False,0.9998409748077393,"Arts, Culture, and Creative Expression"
157.0,"""Cooper, James Fenimore"" had the role of ""Subject"" in relation to the work ""Edward Myers. April 26, 1848."", which has the following provision information: ""Washington, DC: 1848"". This work is about: ""Myers, Edward; Scourge (Ship); Ned Myers; Claims; Disabled veterans; Military pensions; Shipwrecks; War of 1812 (1812-1815); New York Harbor"". Its form or genre is: ""Statistics; Legislative Report - Private Bills"".","60017$aCooper, James Fenimore.$2Readex congressional thesaurus","Cooper, James Fenimore",Subject,"Edward Myers. April 26, 1848.",,"Washington, DC: 1848","Myers, Edward; Scourge (Ship); Ned Myers; Claims; Disabled veterans; Military pensions; Shipwrecks; War of 1812 (1812-1815); New York Harbor",Statistics; Legislative Report - Private Bills,,10657355,10657355#Agent600-20,Literature and Narrative Arts,False,0.9986811280250549,"Arts, Culture, and Creative Expression"
